 as the title suggests  it involves that world s version of the invasion of russia and the battle of stalingrad with a confederate push from occupied ohio into pittsburgh  codenamed operation coalscuttle  it also involves analogues of the battle of midway  the manhattan project  and the holocaust  by the summer of 1942  the u s  push under general daniel macarthur into northern virginia has stalled in the face of fierce opposition  this allows general george patton to concentrate his forces in ohio for a renewed push into western pennsylvania  aided by improved armor and assault tactics  his troops quickly advance across eastern ohio to pittsburgh s outskirts  however brigadier general irving morrell  who now commands the u s  defense of the ohio front  prevents the csa from enveloping pittsburgh as planned and forces them into a street to street fight  meanwhile  jeff pinkard enjoys rapid advancement through the freedom party hierarchy as he begins to develop the machinery required to implement jake featherston s final solution to the negro problem  his camp determination is now so efficient that it is able to swallow and extinguish the entire negro population of jackson  mississippi as reprisals against local insurgents  in augusta s now ghettoized negro district  scipio  a former slave and communist rebel during the great war  manages for a time to skirt the ever increasing terror descending across the csa s negro population  eventually  he too  is swallowed up and finds himself in a cattle car heading towards a bleak future  elsewhere in georgia  captured u s fighter pilot jonathon moss escapes from a pow camp and joins a small band of negro rebels  at sea  lt  sam carsten s ship  uss remembrance  is sunk by a japanese carrier attack and the sandwich islands  hawaii  are threatened with capture  nevertheless  he finds himself promoted and placed in charge of a destroyer escort  where he spends time patrolling atlantic sea lanes and engaging in special operations  george enos  destroyer is nearly sunk in an engagement near japanese held midway due to lack of sea borne air power  however  when two escort carriers manage to reach oahu  the tide begins to turn  in a climactic battle  george s fleet sinks a japanese carrier guarding midway  in this history  the pacific war against japan is treated as essentially a sideshow  getting only a trickle of resources   since the us is facing a dangerous invasion of its industrial heartland  strategic aims in the pacific are confined to recapturing midway to remove the threat to the sandwich islands  and characters consider the idea of conducting an island hopping war all the way to the japanese home islands  as the us did in world war ii  as an unrealistic fantasy  also  in this history  the philippines are a long standing and recognized possession of the japanese  which they had wrested from spain and to which the us lays no claim  under cover of an early november storm  general morrell leads an armored breakthrough against poorly equipped mexican troops protecting patton s flank  joining up with another salient coming out of west virginia  he traps the bulk of patton s army  and drives deep into ohio  featherston  beginning an apparent descent into madness  gives the trapped army maniacal orders to hold its ground rather than attempt a breakout  when the promised resupply by air fails  patton is ordered to escape by air and csa resistance near pittsburgh collapses  the sequence of events is similar to that which led to the destruction of the german sixth army in stalingrad during our timeline s world war ii  jonathan moss spends most of the book as a frustrated pow held at andersonville  georgia  under conditions unpleasant but far more tolerable than of the infamous civil war pow camp of the same location  he and others manage to escape after a tornado blows down the camp s fences  he and another escaped pow join a black guerrilla band whose capable leader took up the nom de guerre spartacus  during a raid on plains  georgia moss kills jimmy carter   here a young confederate naval officer on leave trying to rally the townspeople against the raiding blacks  general abner dowling is transferred from the virginia front  to take up command of the 11th army and open a new front by invading texas and preventing the confederates from moving forces from there to reinforce the main front around pittsburgh  by february 1943  his forces are approaching lubbock  texas and   still unknown to him  but highly alarming for pinkard and the freedom party high command   threatening to capture camp determination and expose its litany of horrors  both sides are working desperately to develop a nuclear weapon  although the us is slightly in the lead  featherston s growing incapacity raises suspicions and leads generals clarence potter and nathan bedford forrest iii to consider a plot to overthrow him ,fantasy
 in march 1912  in the event some people called the  miracle   europe and parts of asia and africa  including its inhabitants  disappear suddenly overnight and are replaced with a slice of an alien earth  a land mass of roughly equal outlines and terrain features  but with a strange new flora and fauna which seems to have followed a different path in evolution  seen by some as an act of divine retribution  the  miracle  affects the lives of people all around and transforms world history  the book describes the life and the adventures of guilford law  a young american photographer  as a 14 year old boy  guilford law witnessed the  miracle  as shimmering lights moving eerily across the ocean sky  as a grown man  he is determined to travel to the strange continent of darwinia and explore its mysteries  to that end  he enlists as a photographer in the finch expedition  which plans to travel up the river that used to be known as the rhine and penetrate the bizarre new continent s hidden depths as far as possible  he lands in the middle of the jungle in the midst of nationalistic skirmishes  in which partisans attack and wipe out most of the party of the finch expedition on the continent that they believe to belong to them  law brought an unwanted companion with him  a mysterious twin who seems to have both lived and died on an alternate earth unchanged by the miracle  the twin first appears to guilford in dreams  and he brings a message that darwinia is not what it seems to be  and guilford is not who he seems to be  a startling revelation soon arrives  by the end of the story  it is revealed to all the characters that it is really now the end of time and that the universe  the earth  and all the consciousness that ever existed are really being preserved in a computer like simulation known as the archive  the archive was built by a coalition of all the sentient beings in the universe in an effort to save consciousness from death  however   viruses   parasitic artificial life forms  known as psions have invaded the system of the archive  guilford law eventually learns that he and those like him serve as instruments in a cosmic struggle against the psions for the survival of consciousness itself ,fantasy
 the admiral peary travels at approximately one third c and took a little over 30 years  instead of 24  the race s starship velocities were one half c   to cross the twelve light years between earth and tau ceti  the ship is named admiral peary for its role as a military exploration ship  after adm  robert peary  who did the same in arctic exploration  when the admiral peary arrives in orbit around home  the race s planet in the tau ceti system  it causes a crisis in the highest levels of the race  the race s emperor risson and fleetlord atvar  sent back to home  with the dubious distinction of being the only fleetlord not to conquer a planet  argue the merits and drawbacks of attempting to destroy mankind by massive nuclear strikes  meanwhile  researcher ttomalss investigates reports of a major breakthrough by human scientists back on earth  the race inadvertently cause themselves a possible ecological disaster nbsp      similar to what they are causing on earth with the race s introduced species into the earth s ecosystems nbsp      by letting the humans  caged rats loose on home  the rats were used for food testing for the humans  it comes as a great shock to the race when a second human starship  the commodore perry  arrives in orbit around home  having traveled the twelve light years in just five weeks  the faster than light drive  which appears to be based on the principle of folding space  allows the crew to return to earth  which is familiar  yet different  from how they left it  another pun is the ship s captain nicole nichols  inspired by star trek s lieutenant uhura but playing off the actress  real name  the ship is named commodore perry for its role in opening up the race s empire to us access  after cdre  matthew c  perry  who did the same with japan  and the race are fearful that other human nations will make their way to home  especially a recovered germany ,fantasy
 the narrator of the novel is hodgins  hodge  mccormick backmaker  who writes a diary of his life in our timeline in the year 1877  hodge was born in 1921 in the alternate timeline of his story  in the town of wappinger falls  at age 17 he travels to new york city  the largest city of the united states  and yet a backwater compared to some confederate cities   in a desperate attempt to gain admittance to a college or university  after being robbed of his few possessions  he comes into contact with the  grand army   a nationalistic organization working to restore the united states to its former glory through acts of sabotage and terrorism  one of the grand army s operations involves counterfeiting spanish currency  with the goal of provoking war between the confederacy and the german union in spanish territories  sparing the u s  from becoming the two superpowers  battlefield  despite remaining critical of the organization s activities  hodge accepts work and lodging with a grand army member working from a bookshop  content to work for food and the opportunity to read at every waking hour  hodge stays in the bookshop for six years before leaving new york for pennsylvania  hodge s aspirations of becoming a historian researching the war between north and south become reality when he joins a self sufficient collective of scholars and intellectuals called haggershaven  here he meets a research scientist on the verge of developing time travel  in 1952  hodge takes the opportunity to finally see the battle of gettysburg in person  wearing a special watch to keep track of the differences in time  he travels back in time to 1863  where he then inadvertently causes the death of the confederate officer who occupied little round top during the battle  in hodge s timeline  the confederates hold the hill and win the battle of gettysburg  paving the way for their victory over the union in philadelphia a year later    in this timeline  however  colonel strong vincent s brigade and the 20th maine volunteer infantry regiment commanded by joshua chamberlain occupy the hill early on and successfully repel confederate advances  in the novel  hodge asserts that little round top is the key to the battle  and thus the war  hodge s actions effectively give the hill to the union  where events play out as they did in this timeline and the south loses the battle  with history changed  hodge discovers he is unable to return to the future and is stranded in this timeline  the story concludes as hodge explains why he felt his story had to be written down  and wonders if by destroying the future he was born in  he destroyed the only dimension where time travel was possible  an  editorial note  following the story relates how one frederick winter thammis had found hodge s diary while remodeling his house in 1953  thammis  father had known hodge as a child  and had grown up on his stories of an alternate world  but had not thought him fully sane  thammis notes that he had found a watch of unique design with the manuscript  and quotes a contemporary history book which states that the confederates  failure to occupy little round top was  an error with momentous consequences  ,fantasy
 after a prologue with robert e  lee smashing the army of the potomac at the battle of camp hill  pennsylvania  in october 1862  and the subsequent anglo french diplomatic recognition of the confederate states of america  the novel begins on june 28  1914  the same day archduke franz ferdinand was assassinated in sarajevo  world war i breaks out and spreads to north america  where the pro german united states under theodore roosevelt declares war on woodrow wilson s csa  which is allied with great britain and france  after initial us invasions of kentucky  british controlled canada  and western virginia  and cs invasions of maryland and pennsylvania  the conflict bogs down into trench warfare  across the mississippi river  in the western part of the continent  the conflict is a war of movement  the novel ends in the autumn of 1915  with the beginning of a marxist black rebellion against the war distracted government of the csa  most of the characters in the book are small time folks being caught up in the bigger world of a global war  one main character in the book whose destiny will be intertwined with that of the twentieth century is an artillery sergeant named jake featherston  this book is followed by the great war   walk in hell  and then the great war   breakthroughs ,fantasy
 the victorious united states of america stands over the fallen confederate states of america  victim to its own nationalist ego and myth after three years of bloody trench fighting  in the csa  a former soldier named jake featherston joins the freedom party and uses it as his platform for beginning to take over the confederate government and exact revenge on both the usa and the groups he perceives as having stabbed the csa in the back   blacks  the southern aristocracy  and the whig party  he soon takes over as leader of the party and unleashes angry veterans on his enemies  he almost becomes president in 1921  but setbacks at the polls and elsewhere force him and the party to wait longer to accomplish their ruthless goals  the usa s conservative government  meanwhile  had been voted out of office by the party of the masses   the socialists  electing president upton sinclair and vice president hosea blackford  who marries congresswoman flora hamburger  ignoring the looming threat of the south  the socialists focus on improving the lives of its citizenry nbsp      at the cost of trimming down its defenses and the military  the assassination of the confederate president wade hampton v  a whig  by freedom party member grady calkins led to a mass exodus of freedom party members and evoked the pity of the usa s socialist administration  the usa ended confederate reparations causing the revival of the csa s currency  which had suffered from crippling inflation since the conclusion of the great war  popular distrust in the freedom party and the newfound strength of confederate paper money led to support for the newly appointed whig president burton mitchel  the socialists also have no better notion about what to do with the blacks in north america  and ignore the plight of those in the confederacy ,fantasy
 the book tells the story in flashbacks during the actual mars mission of the chronicalized history until the mission s beginning  the point of divergence for this alternate timeline happens on november 22  1963  where john f  kennedy survived the assassination  jacqueline kennedy was killed  in the renaming of the kennedy space center as the jacqueline b  kennedy space center   but was crippled and thus incapacitated  as lyndon b  johnson is still sworn in  on july 20  1969  astronauts neil armstrong and joe muldoon walk on the moon  and nixon s  most historic phone call  is joined by a call from former president kennedy  committing the united states to send a manned mission to mars  which nixon backs as part of his fateful decision to decide the future of manned spaceflight  instead of deciding on the space shuttle program as he did in our timeline  preparations for this new goal include slashing the number of moon landings so funding and leftover apollo spacecraft hardware can go towards the efforts of the manned mars mission  apollo 12 still lands  apollo 13 still suffers its disaster  but apollo 14 is crewed by the astronauts of the canceled apollo 15 mission in order to carry out the scientific experiments on the lunar surface  and is the last manned moon landing  at the same time  the nerva program is revived to become the chosen mars spacecraft development  with larger tests in nevada  but without containment and plagued with engineering problems  the book centers around chronicling the lives of the future mars mission astronauts  nasa and contractor personnel all involved helping in making the mission become a reality  and the shifts within nasa s astronaut and management hierarchy throughout the mission s preparations  including female geologist natalie york s quest to become an astronaut  and her stormy relationships between fellow astronaut ben priest and with nerva engineer mike conlig  other astronauts include ralph gershon  a former fighter bomber pilot involved in illegal bombing missions in cambodia during the vietnam war whose dream is to be the first black man in space  and phil stone  a veteran air force test pilot turned astronaut who has flown in a long term stay on a lunar orbital station before the mars mission  in the 1970s  the skylab space station is launched  but apparently as a wet workshop design that is based on the saturn ib s ivb upper stage called skylab a  the saturn v that might have launched skylab in our timeline instead launches skylab b  a lunar orbit space station unofficially named  moonlab   also a wet workshop based on the s ivb  the apollo soyuz test project is instead a series of visits by the apollo command service module to salyut space stations  and soyuz missions to both skylab and moonlab  to facilitate the latter  the soviets finally finish work on their n 1  the skylab moonlab programs lead to improvements in the design of the apollo command service module  a block iii csm is produced using battery power in place of fuel cells  followed by the block iv and v  which had a degree of reusability  modular construction and resistance to salt water corrosion   also chronicled is the development of the experimental  mars excursion module  by small aerospace firm columbia aviation as it struggles against larger rival contractors of nasa and its engineers working painstakingly against the technical challenges of a working and reliable mars lander  during the reagan administration  the saturn v is upgraded to the saturn vb  which has numerous improvements  including the use of solid rocket boosters to double its payload  a test of the nerva is finally launched atop one of these  called apollo n  but suffers from pogo oscillations in the s ic first stage  this damages the nerva upper stage  which catastrophically fails once fired in orbit    despite returning to earth safely  the entire crew  including ben priest  is killed from radiation poisoning  and the space program nearly collapses from hostile political and public opinion against the use of nuclear power in space  and the seemingly unnecessary risks and reasons of a mars mission  in the aftermath  a new mars mission plan dubbed ares is drawn up  utilizing on orbit assembly of a different long duration mars ship using wet workshop saturn rocket components as the propulsion systems as well as a skylab habitat module and external tanks to hold extra fuel  and performing a venus flyby reminiscent of the manned venus flyby nasa planned in the aftermath of the original apollo program  but done in this timeline for gravitational assistance  and finally a landing at mangala valles on march 27  1986  however  as a side effect  a number of unmanned probes   including the viking program  pioneer venus project  mariner 10  pioneers 10 and 11  and the voyager program   are cancelled so that their funding can be redirected to the manned mars mission  although another mariner orbiter is sent to mars to help prepare for the manned landing  as a result  although humans walk on mars  their knowledge of the solar system  including mars itself  is far less than in reality ,fantasy
 it is about a bipolar young actress  suzanne vale  who married a studio executive  leland franklin  who helped her find her  far flung best self   he then left her  for a man  when their daughter  honey  was three  now  three years later  vale is a successful tv talk show hostess with a six year old daughter  a gay ex husband  and an aging starlet mother  it is her love for honey that keeps her going  when vale  a recovering drug addict  stops taking her medication  she is plunged into a manic episode  she goes on a search for oxycontin in tijuana with a tattoo artist friend and new house guest  a clinically depressed patient she met at her psycho pharmacologist s office  a psychotic break lands vale at shady lanes  where she is the  latest loony to hit the bin   despite her mental illness  vale still has her wit and ability to find irony in every situation as she struggles back from the brink of insanity   you entered the hospital broken  found some other like broken patient people  and once in their company  looked down on the other more pathetic inhabitants of the bin you shared  those flying even lower than you and your lo flung co conspirators   pharmacological facts and scenes from group therapy are revealed  rather than hide the truths of mental disorders  the humor serves to highlight them  a happy ending is contrived for vale and honey  a sweet little girl  but a little happiness in the midst of all the craziness is a good thing ,autobiography
 during the nazi occupation of the netherlands anne frank began to keep a diary on june 14  1942  two days after her 13th birthday  and twenty two days before going into hiding with her mother edith frank  father otto frank  sister margot frank and three other people  hermann van pels  auguste van pels  and peter van pels  the group went into hiding in the sealed off upper rooms of the annex of her father s office building in amsterdam  the sealed off upper rooms also contained a hidden door behind which the franks would hide during the parts when nazi soldiers were investigating the buildings for harbored jews  mrs  van pels  dentist  fritz pfeffer  joined them four months later  in the published version  names were changed   the van pels are known as the van daans and fritz pfeffer is known as mr  dussel  with the assistance of a group of otto frank s trusted colleagues  they remained hidden for two years and one month  until their betrayal in august 1944  which resulted in their deportation to nazi concentration camps  of the group of eight  only otto frank survived the war  anne died in bergen belsen from a typhus infection in early march  shortly  about two weeks  before liberation by british troops in april 1945 ,autobiography
 part one of the autobiography is addressed to franklin s son william  at that time  1771  royal governor of new jersey  while in england at the estate of the bishop of st asaph in twyford  franklin  now 65 year old  begins by saying that it may be agreeable to his son to know some of the incidents of his father s life    so with a week s uninterrupted leisure  he is beginning to write them down for william  he starts with some anecdotes of his grandfather  uncles  father and mother  he deals with his childhood  his fondness for reading  and his service as an apprentice to his brother james franklin  a boston printer and the publisher of the new england courant  after improving his writing skills through study of the spectator by joseph addison and sir richard steele  he writes an anonymous paper and slips it under the door of the printing house by night  not knowing its author  james and his friends praise the paper and it is published in the courant  which encourages ben to produce more essays  the  silence dogood  essays  which are also published  when ben reveals his authorship  james is angered  thinking the recognition of his papers will make ben too vain  james and ben have frequent disputes and ben seeks for a way to escape from working under james  eventually james gets in trouble with the colonial assembly  which jails him for a short time and then forbids him to continue publishing his paper  james and his friends come up with the stratagem that the courant should hereafter be published under the name of benjamin franklin  although james will still actually be in control  james signs a discharge of ben s apprenticeship papers but writes up new private indenture papers for ben to sign which will secure ben s service for the remainder of the agreed time  but when a fresh disagreement arises between the brothers  ben chooses to leave james  correctly judging that james will not dare to produce the secret indenture papers    it was not fair in me to take this advantage   franklin comments   and this i therefore reckon one of the first errata of my life    james does  however  make it impossible for ben to get work anywhere else in boston  sneaking onto a ship without his father s or brother s knowledge  ben heads for new york  but the printer william bradford is unable to employ him    however  he tells ben that his son andrew  a philadelphia printer  may be able to use him since one of his son s principal employees had just died  by the time ben reaches philadelphia  andrew bradford has already replaced his employee  but refers ben to samuel keimer  another printer in the city  who is able to give him work  the governor  sir william keith  takes notice of franklin and offers to set him up in business for himself  on keith s recommendation  franklin goes to london for printing supplies  but when he arrives  he finds that keith has not written the promised letter of recommendation for him  and that  no one who knew him had the smallest dependence on him   franklin finds work in london until an opportunity arises of returning to philadelphia as an assistant to thomas denham  a quaker merchant    but when denham takes ill and dies  he returns to manage keimer s shop  keimer soon comes to feel that franklin s wages are too high and provokes a quarrel which causes the latter to quit  at this point a fellow employee  hugh meredith  suggests that franklin and he set up a partnership to start a printing shop of their own    this is subsidized by funds from meredith s father  though most of the work is done by franklin as meredith is not much of a press worker and is given to drinking  they establish their business  and plan to start a newspaper  but when keimer hears of this plan  he rushes out a paper of his own  the pennsylvania gazette  this publication limps along for three quarters of a year before franklin buys the paper from keimer and makes it  extremely profitable    the saturday evening post traces its lineage to franklin s pennsylvania gazette   the partnership also receives an appointment as printer for the pennsylvania assembly  when hugh meredith s father experiences financial setbacks and cannot continue backing the partnership  two friends separately offer to lend franklin the money he needs to stay in business    the partnership amicably dissolves as meredith goes to north carolina  and franklin takes from each friend half the needed sum  continuing his business in his own name  in 1730 he marries deborah read  and after this  with the help of the league of ordinary gentlemen http    www ushistory org franklin philadelphia aps htm he draws up proposals for a  subscription library   the first public library  at this point part one breaks off  with a memo in franklin s writing noting that  the affairs of the revolution occasion d the interruption   the second part begins with two letters franklin received in the early 1780s while in paris  encouraging him to continue the autobiography  of which both correspondents have read part one   although franklin does not say so  there had been a breach with his son william after the writing of part one  since the father had sided with the revolutionaries and the son had remained loyal to the british crown   at passy  a suburb of paris  franklin begins part two in 1784  giving a more detailed account of his public library plan  he then discusses his  bold and arduous project of arriving at moral perfection   listing thirteen virtues he wishes to perfect in himself  he creates a book with columns for each day of the week  in which he marks with black spots his offenses against each virtue of these virtues  he notices that order is the hardest for him to keep  he eventually realizes that perfection is not to be attained  but feels himself better and happier because of his attempt  beginning in august 1788 when franklin had returned to philadelphia  the author says he will not be able to utilize his papers as much as he had expected  since many were lost in the recent revolutionary war  he has  however  found and quotes a couple of his writings from the 1730s that survived  one is the  substance of an intended creed  consisting of what he then considered to be the  essentials  of all religions  he had intended this as a basis for a projected sect but  franklin says  did not pursue the project  in 1732  franklin first publishes his poor richard s almanac  which becomes very successful  he also continues his profitable newspaper  in 1734  a preacher named rev  samuel hemphill arrives from county tyrone ireland    franklin supports him and writes pamphlets on his behalf  however  someone finds out that hemphill has been plagiarizing portions of his sermons from others  although franklin rationalizes this by saying he would rather hear good sermons taken from others than poor sermons of the man s own composition  franklin studies languages  reconciles with his brother james  and loses a four year old son to smallpox  franklin s club  the junto  grows and breaks up into subordinate clubs  franklin becomes clerk of the general assembly in 1736  and the following year becomes comptroller to the postmaster general  which makes it easier to get reports and fulfill subscriptions for his newspaper  he proposes improvements to the city  watch and fire prevention regulations  the famed preacher george whitefield arrives in 1739  and despite significant differences in their religious beliefs  franklin assists whitefield by printing his sermons and journals and lodging him in his house  as franklin continues to succeed  he provides the capital for several of his workers to start printing houses of their own in other colonies  he makes further proposals for the public good  including some for the defense of pennsylvania  which cause him to contend with the pacifist position of the quakers  in 1740 he invents the franklin stove  refusing a patent on the device because it was for  the good of the people   he proposes an academy  which opens after money is raised by subscription for it and it expands so much that a new building has to be constructed for it  franklin obtains other governmental positions  city councilman  alderman  burgess  justice of the peace  and helps negotiate a treaty with the indians  after helping dr  thomas bond establish a hospital  he helps pave the streets of philadelphia and draws up a proposal for dr  john fothergill about doing the same in london  in 1753 franklin becomes deputy postmaster general  the next year  as war with the french is expected  representatives of the several colonies  including franklin  meet with the indians to discuss defense    franklin at this time draws up a proposal for the union of the colonies  but it is not adopted  general braddock arrives with two regiments  and franklin helps him secure wagons and horses  but the general refuses to take ben s warning about danger from hostile indians during braddock s planned march to frontenac  now kingston  ontario   when braddock s troops are subsequently attacked  the general is mortally wounded and his forces abandon their supplies and flee  a militia is formed on the basis of a proposal by benjamin franklin  and the governor asks him to take command of the northwestern frontier  with his son as aide de camp  franklin heads for gnadenhut  raising men for the militia and building forts  returning to philadelphia  he is chosen colonel of the regiment    his officers honor him by personally escorting him out of town  this attention offends the proprietor of the colony  thomas penn  son of william penn  when someone writes an account of it in a letter to him  whereupon the proprietor complains to the government in england about franklin  now the autobiography discusses  the rise and progress of  franklin s  philosophical reputation   he starts experiments with electricity and writes letters about them that are published in england as a book  franklin s description of his experiments is translated into french  and abb   nollet  who is offended because this work calls into question his own theory of electricity  publishes his own book of letters attacking franklin  declining to respond on the grounds that anyone could duplicate and thus verify his experiments  franklin sees another french author refute nollet  and as franklin s book is translated into other languages  its views are gradually accepted and nollet s are discarded  franklin is also voted an honorary member of the royal society  a new governor arrives  but disputes between the assembly and the governor continue   since the colonial governors are bound to fulfill the instructions issued by the colony s proprietor  there is a continuing struggle for power between the legislature and the governor and proprietor   the assembly is on the verge of sending franklin to england to petition the king against the governor and proprietor  but meanwhile lord loudoun arrives on behalf of the english government to mediate the differences  franklin nevertheless goes to england accompanied by his son  after stopping at new york and making an unsuccessful attempt to be recompensed by loudoun for his outlay of funds during his militia service  they arrive in england on july 27  1757  written sometime between november 1789 and franklin s death on april 17  1790  this section is very brief  after franklin and his son arrive in london  the former is counselled by dr  fothergill on the best way to advocate his cause on behalf of the colonies  franklin visits lord granville  president of the king s privy council  who asserts that the king is the legislator of the colonies  franklin then meets the proprietaries  the switch to the plural is franklin s  so apparently others besides thomas penn are involved   but the respective sides are far from any kind of agreement  the proprietaries ask franklin to write a summary of the colonists  complaints    when he does so  their solicitor for reasons of personal enmity delays a response  over a year later  the proprietaries finally respond to the assembly  regarding the summary to be a  flimsy justification of their conduct   during this delay the assembly has prevailed on the governor to pass a taxation act  and franklin defends the act in english court so that it can receive royal assent  while the assembly thanks franklin  the proprietaries  enraged at the governor  turn him out and threaten legal action against him    in the last sentence  franklin tells us the governor  despis d the threats  and they were never put in execution   it is apparent that franklin intended to cover more ground  because an outline of the autobiography written by him and copied by henry ends with a reference to the treaty of paris  which franklin helped negotiate  so the obvious inference is that franklin s death prevented his proceeding further with the autobiography ,autobiography
